Entity,Code,Year,Voter turnout of registered voters,World regions according to OWID
World,OWID_WRL,1949,82.27842,
World,OWID_WRL,1950,78.24,
World,OWID_WRL,1951,75.74529,
World,OWID_WRL,1952,75.55941,
World,OWID_WRL,1953,77.21883,
World,OWID_WRL,1954,82.90222,
World,OWID_WRL,1955,73.870834,
World,OWID_WRL,1956,77.61948,
World,OWID_WRL,1957,70.007355,
World,OWID_WRL,1958,82.586815,
World,OWID_WRL,1959,73.30583,
World,OWID_WRL,1960,79.3615,
World,OWID_WRL,1961,84.16607,
World,OWID_WRL,1962,80.313156,
World,OWID_WRL,1963,87.946785,
World,OWID_WRL,1964,79.2524,
World,OWID_WRL,1965,84.595,
World,OWID_WRL,1966,78.296524,
World,OWID_WRL,1967,75.772,
World,OWID_WRL,1968,76.63778,
World,OWID_WRL,1969,78.35333,
World,OWID_WRL,1970,75.78083,
World,OWID_WRL,1971,81.300835,
World,OWID_WRL,1972,79.3436,
World,OWID_WRL,1973,79.52407,
World,OWID_WRL,1974,78.157,
World,OWID_WRL,1975,81.55,
World,OWID_WRL,1976,84.34217,
World,OWID_WRL,1977,82.43,
World,OWID_WRL,1978,74.57333,
World,OWID_WRL,1979,75.63414,
World,OWID_WRL,1980,83.7325,
World,OWID_WRL,1981,84.59586,
World,OWID_WRL,1982,79.5108,
World,OWID_WRL,1983,74.7428,
World,OWID_WRL,1984,82.8632,
World,OWID_WRL,1985,80.1984,
World,OWID_WRL,1986,77.6244,
World,OWID_WRL,1987,79.41,
World,OWID_WRL,1988,77.2456,
World,OWID_WRL,1989,75.58151,
World,OWID_WRL,1990,74.514885,
World,OWID_WRL,1991,72.06,
World,OWID_WRL,1992,73.0637,
World,OWID_WRL,1993,71.64907,
World,OWID_WRL,1994,75.51795,
World,OWID_WRL,1995,69.28489,
World,OWID_WRL,1996,71.31434,
World,OWID_WRL,1997,69.27119,
World,OWID_WRL,1998,72.35,
World,OWID_WRL,1999,73.35098,
World,OWID_WRL,2000,69.67614,
World,OWID_WRL,2001,73.916664,
World,OWID_WRL,2002,69.00393,
World,OWID_WRL,2003,68.491844,
World,OWID_WRL,2004,71.2278,
World,OWID_WRL,2005,65.68609,
World,OWID_WRL,2006,69.762,
World,OWID_WRL,2007,67.77196,
World,OWID_WRL,2008,69.928696,
World,OWID_WRL,2009,68.10408,
World,OWID_WRL,2010,66.59855,
World,OWID_WRL,2011,66.73302,
World,OWID_WRL,2012,64.18826,
World,OWID_WRL,2013,71.75875,
World,OWID_WRL,2014,65.23547,
World,OWID_WRL,2015,65.244,
World,OWID_WRL,2016,64.47155,
World,OWID_WRL,2017,66.315125,
World,OWID_WRL,2018,65.55055,
World,OWID_WRL,2019,64.095436,
World,OWID_WRL,2020,62.20273,
World,OWID_WRL,2021,62.24706,
World,OWID_WRL,2022,64.44075,
World,OWID_WRL,2023,68.19,
World,OWID_WRL,2024,62.928135,
Yemen,YEM,1993,80.74,
Yemen,YEM,1997,60.71,
Yemen,YEM,2003,74.98,
Yemen,YEM,2006,65.16,
Yemen,YEM,2012,64.78,
Yemen,YEM,2023,,Asia
Yemen Arab Republic,OWID_YAR,2023,,Asia
Yemen People's Republic,OWID_YPR,2023,,Asia
Yugoslavia,OWID_YGS,2023,,Europe
Zambia,ZMB,1962,90.24,
Zambia,ZMB,1964,94.8,
Zambia,ZMB,1968,82.47,
Zambia,ZMB,1973,39,
Zambia,ZMB,1978,66.7,
Zambia,ZMB,1991,44.44,
Zambia,ZMB,1996,55.52,
Zambia,ZMB,2001,67.81,
Zambia,ZMB,2006,70.77,
Zambia,ZMB,2008,45.43,
Zambia,ZMB,2011,53.65,
Zambia,ZMB,2015,32.36,
Zambia,ZMB,2016,56.45,
Zambia,ZMB,2021,70.61,
Zambia,ZMB,2023,,Africa
Zanzibar,OWID_ZAN,1957,90.2,
Zanzibar,OWID_ZAN,1961,94.4,
Zanzibar,OWID_ZAN,1963,99.1,
Zanzibar,OWID_ZAN,1995,95.7,
Zanzibar,OWID_ZAN,2005,90.8,
Zanzibar,OWID_ZAN,2010,89.52,
Zanzibar,OWID_ZAN,2015,67.34,
Zanzibar,OWID_ZAN,2016,67.9,
Zanzibar,OWID_ZAN,2020,88.07,
Zimbabwe,ZWE,1979,63.89,
Zimbabwe,ZWE,1995,30.81,
Zimbabwe,ZWE,1996,32.3,
Zimbabwe,ZWE,2000,48.33,
Zimbabwe,ZWE,2002,54.33,
Zimbabwe,ZWE,2005,47.66,
Zimbabwe,ZWE,2008,42.8,
Zimbabwe,ZWE,2013,54.38,
Zimbabwe,ZWE,2018,85.16,
Zimbabwe,ZWE,2023,68.86,Africa
